"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
2678,75,51,6120,"Inside","1.5Fin",3,5,1930,1950,"Gd","TA","CBlock","TA","TA","Rec",347,381,728,"GasA","Ex","Y",728,434,1162,1,0,1,0,3,"TA",6,0,"Detchd",1,258,"Fa","Po",0,24,0,0
2689,117,59,5310,"Corner","1.5Fin",6,8,1910,2003,"TA","Gd","CBlock","TA","Fa","Unf",0,485,485,"GasA","Gd","Y",1001,634,1635,0,0,1,0,2,"Gd",5,0,"Attchd",1,255,"Fa","TA",394,0,0,0
2658,137,69,9142,"Inside","2Story",6,8,1910,1950,"TA","Fa","Stone","Fa","TA","Unf",0,1020,1020,"GasA","Gd","N",908,1020,1928,0,0,2,0,4,"Fa",9,0,"Detchd",1,440,"Po","Po",0,60,112,0
2406,202.5,48,6955,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1368,1368,"GasA","Ex","Y",1368,0,1368,0,0,2,0,2,"Gd",6,1,"Attchd",2,474,"TA","TA",132,35,0,0
390,158,85,11050,"Corner","1Story",7,5,1975,1975,"TA","TA","CBlock","TA","TA","ALQ",636,540,1176,"GasA","Fa","Y",1193,0,1193,0,0,2,0,3,"TA",5,1,"Attchd",2,506,"TA","TA",40,0,0,0
707,93,50,6000,"Inside","1.5Fin",5,4,1954,1954,"TA","TA","CBlock","TA","TA","Unf",0,811,811,"GasA","TA","Y",811,576,1387,0,0,2,0,3,"Gd",7,0,"BuiltIn",1,256,"TA","TA",0,0,0,0
227,163,86,11227,"Inside","2Story",5,5,1968,1968,"TA","Gd","CBlock","TA","Gd","Rec",267,0,720,"GasA","Ex","Y",720,720,1440,0,0,1,1,4,"TA",7,2,"Attchd",2,480,"TA","TA",192,38,0,0
207,55,70,5600,"Inside","2Story",4,5,1930,1950,"Fa","Fa","Slab","None","None","None",0,0,0,"GasA","Fa","N",372,720,1092,0,0,2,0,3,"Fa",7,0,"None",0,0,"None","None",0,0,0,0
160,162,0,9830,"Corner","1Story",5,7,1959,2006,"TA","Gd","CBlock","TA","TA","ALQ",72,733,1063,"GasA","Ex","Y",1287,0,1287,1,0,1,0,3,"Gd",7,1,"Detchd",2,576,"TA","TA",364,17,0,182
2540,146,71,9230,"Corner","1Story",5,8,1965,1998,"TA","TA","CBlock","TA","TA","GLQ",661,203,864,"GasA","Gd","Y",1200,0,1200,1,0,1,1,1,"Gd",6,0,"Detchd",2,884,"TA","TA",0,64,0,0
256,155,80,8816,"Inside","SLvl",6,7,1971,1971,"TA","TA","CBlock","TA","TA","GLQ",504,506,1010,"GasA","Gd","Y",1052,0,1052,1,0,1,0,3,"TA",6,0,"Attchd",2,440,"TA","TA",0,0,0,0
2374,146.3,53,4043,"Inside","1Story",6,5,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",727,186,1069,"GasA","Gd","Y",1069,0,1069,0,1,2,0,2,"TA",4,1,"Attchd",2,440,"TA","TA",0,55,0,225
1856,194,0,16157,"FR2","SLvl",5,7,1978,1978,"TA","TA","PConc","Gd","TA","ALQ",680,289,1360,"GasA","Ex","Y",1432,0,1432,1,0,1,1,2,"Gd",5,1,"Attchd",2,588,"TA","TA",168,180,0,0
1324,110,65,9750,"Inside","1Story",5,6,1959,1959,"TA","TA","CBlock","TA","TA","Rec",200,784,984,"GasA","Gd","Y",984,0,984,1,0,1,0,2,"Fa",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
2880,51.689,69,12366,"Inside","1Story",3,5,1945,1950,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","N",729,0,729,0,0,1,0,2,"TA",5,0,"None",0,0,"None","None",0,0,23,0
671,143.5,62,8010,"Inside","1Story",6,9,1958,2007,"Gd","Gd","CBlock","TA","TA","GLQ",745,206,951,"GasA","Gd","Y",951,0,951,1,0,1,0,2,"Gd",6,0,"Detchd",2,480,"TA","TA",0,0,42,0
2868,230,90,14115,"Inside","1Story",6,7,1956,2004,"TA","TA","PConc","TA","TA","ALQ",296,230,1073,"GasA","Ex","Y",1811,0,1811,0,0,1,0,2,"Ex",6,1,"Attchd",2,470,"TA","TA",0,0,280,0
2141,112.5,70,7700,"Corner","1Story",5,5,1972,1972,"TA","TA","CBlock","TA","TA","LwQ",138,276,882,"GasA","TA","Y",882,0,882,1,0,1,0,3,"TA",5,0,"Detchd",2,461,"TA","TA",96,0,0,0
1044,85.4,21,1680,"Inside","2Story",6,5,1971,1971,"TA","TA","CBlock","TA","TA","ALQ",387,96,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",4,0,"Detchd",1,264,"TA","TA",0,0,0,0
1276,105.5,59,7227,"Corner","1.5Unf",6,6,1954,1954,"TA","TA","CBlock","TA","TA","Unf",0,832,832,"GasA","Gd","Y",832,0,832,0,0,1,0,2,"Gd",4,0,"Detchd",2,528,"TA","TA",0,0,0,0
2444,286,84,9660,"Inside","2Story",8,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",791,253,1044,"GasA","Ex","Y",1079,897,1976,1,0,2,1,3,"Gd",7,1,"Attchd",3,885,"TA","TA",210,31,0,0
994,165,65,8139,"Inside","2Story",6,5,1995,1996,"TA","TA","PConc","Gd","TA","ALQ",476,204,680,"GasA","Gd","Y",680,790,1470,0,0,2,1,3,"TA",7,1,"BuiltIn",2,420,"TA","TA",192,49,0,0
1680,122.5,24,1920,"Inside","2Story",5,5,1971,1971,"TA","TA","CBlock","TA","TA","ALQ",471,294,765,"GasA","Ex","Y",765,600,1365,1,0,1,1,2,"TA",6,0,"Detchd",2,440,"TA","TA",240,36,0,0
2118,187.5,0,12205,"Inside","2Story",6,8,1966,2007,"TA","TA","CBlock","TA","Fa","LwQ",568,264,832,"GasA","Gd","Y",976,1111,2087,0,0,2,1,5,"Gd",9,0,"Attchd",2,444,"TA","TA",133,168,0,0
2506,197,37,3316,"Inside","1Story",8,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",1039,208,1247,"GasA","Ex","Y",1247,0,1247,1,0,1,1,1,"Gd",4,1,"Attchd",2,550,"TA","TA",0,84,0,0
2234,87,50,5000,"Inside","1.5Unf",5,6,1941,1950,"TA","TA","CBlock","TA","TA","BLQ",116,604,720,"GasA","Po","N",803,0,803,0,0,1,0,2,"TA",5,0,"Detchd",2,360,"TA","TA",0,0,244,0
1412,99.6,50,9350,"Inside","SFoyer",5,5,1975,1975,"TA","TA","PConc","Gd","TA","GLQ",864,0,864,"GasA","Fa","N",864,0,864,1,0,1,0,2,"TA",4,0,"None",0,0,"None","None",0,0,0,0
2352,179.9,85,11475,"Inside","2Story",6,6,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",550,163,713,"GasA","TA","Y",811,741,1552,1,0,2,1,3,"TA",6,1,"Attchd",2,434,"TA","TA",209,208,0,0
1278,130,113,8513,"Corner","1Story",5,5,1961,1961,"TA","TA","CBlock","TA","TA","Unf",0,1800,1800,"GasA","TA","N",1800,0,1800,0,0,2,0,6,"TA",10,0,"None",0,0,"None","None",0,0,0,0
2090,228.5,104,23920,"Inside","1.5Fin",6,5,1984,1984,"TA","TA","CBlock","TA","TA","Unf",0,1105,1105,"GasA","Ex","Y",1105,717,1822,0,0,2,0,4,"Gd",7,1,"Attchd",2,515,"TA","TA",0,195,1012,0
2732,190,0,5271,"Inside","1Story",7,5,1986,1986,"TA","TA","PConc","Gd","TA","GLQ",1082,371,1453,"GasA","Gd","Y",1453,0,1453,1,0,1,1,2,"Gd",6,1,"Attchd",2,445,"TA","TA",0,80,0,184
1071,367.294,65,8769,"Corner","1Story",9,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1540,162,1702,"GasA","Ex","Y",1702,0,1702,1,0,1,1,1,"Ex",7,1,"Attchd",3,1052,"TA","TA",0,72,0,224
486,244,0,12224,"Corner","2Story",6,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",695,297,992,"GasA","Ex","Y",1022,1032,2054,1,0,2,1,3,"Gd",7,1,"BuiltIn",2,390,"TA","TA",24,48,0,0
1330,79.5,50,9100,"Inside","1Story",5,6,1930,1960,"TA","TA","BrkTil","TA","TA","Unf",0,742,742,"GasA","TA","Y",779,0,935,0,0,1,0,2,"TA",4,0,"Detchd",1,308,"TA","TA",0,0,0,0
1916,129,0,18450,"Inside","2Story",6,5,1965,1979,"TA","Gd","CBlock","Gd","TA","LwQ",187,111,1021,"GasA","TA","Y",1465,915,2380,0,0,2,1,3,"TA",7,1,"CarPort",2,596,"TA","TA",0,265,0,0
2542,136.5,0,10659,"Inside","1Story",5,6,1961,1961,"TA","TA","CBlock","TA","TA","Rec",915,135,1050,"GasA","TA","Y",1050,0,1050,1,0,1,0,3,"TA",6,0,"Attchd",1,368,"TA","TA",0,319,0,0
1463,255.9,0,11250,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1128,1128,"GasA","Ex","Y",1149,1141,2290,0,0,2,1,4,"Gd",9,1,"Attchd",2,779,"TA","TA",0,0,0,0
1609,137.5,74,12395,"Corner","1Story",5,6,1984,1984,"TA","TA","CBlock","TA","TA","ALQ",647,217,864,"GasA","TA","Y",889,0,889,0,0,1,0,3,"TA",6,0,"Attchd",2,484,"TA","TA",0,0,0,0
523,238.5,75,7500,"Inside","1Story",8,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",24,1348,1372,"GasA","Ex","Y",1448,0,1448,0,0,2,0,2,"Gd",6,1,"Attchd",2,692,"TA","TA",0,140,0,0
623,124,65,8944,"Inside","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","Unf",0,1584,1584,"GasA","TA","Y",1584,0,1584,0,0,2,0,4,"TA",8,0,"Detchd",3,792,"TA","TA",0,152,0,0
247,218,87,12361,"CulDSac","2Story",6,7,1993,1993,"Gd","Gd","PConc","Gd","TA","GLQ",860,86,946,"GasA","Ex","Y",964,838,1802,0,1,2,1,3,"Gd",8,1,"2Types",4,1017,"TA","TA",450,92,0,0
750,155,57,8094,"Inside","2Story",6,6,1915,1950,"TA","TA","PConc","TA","TA","Unf",0,1048,1048,"GasA","Gd","Y",1048,720,1768,0,0,2,0,3,"TA",8,0,"Detchd",2,576,"Fa","Fa",0,0,150,0
1437,207.5,68,8998,"Inside","2Story",7,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",527,255,782,"GasA","Ex","Y",782,870,1652,0,0,2,1,3,"Gd",6,0,"Attchd",2,532,"TA","TA",0,70,0,0
274,84.9,67,8777,"Inside","1Story",3,6,1945,2007,"TA","Gd","CBlock","None","None","None",0,0,0,"GasA","TA","N",640,0,640,0,0,1,0,2,"TA",5,0,"Detchd",1,240,"TA","TA",0,0,0,0
1082,219.99,0,3940,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",1087,306,1393,"GasA","Ex","Y",1576,0,1576,1,0,2,0,2,"Gd",7,1,"Attchd",3,668,"TA","TA",143,20,0,0
17,164,152,12134,"Inside","1.5Fin",8,7,1988,2005,"Gd","TA","Wood","Gd","TA","GLQ",427,132,559,"GasA","Gd","Y",1080,672,1752,0,0,2,0,4,"TA",8,0,"Basment",2,492,"TA","TA",325,12,0,0
1318,128,35,6300,"Inside","2.5Unf",6,6,1914,2001,"TA","TA","CBlock","TA","TA","Unf",0,742,742,"GasA","Ex","Y",742,742,1484,0,0,2,0,3,"TA",9,1,"None",0,0,"None","None",0,291,134,0
